1462;1;Dovecot;Dovecot;;
2746;1;dovecot;Dovecot;;
3925;1;Dreamweaver;Dreamweaver;;
2731;9;Drupal;Drupal;;
6126;1;drupal;Drupal;;
1395;34;DWH;DWH;;
3233;1;DWH/BI;DWH;;
3229;1;DWHs based on Oracle and MS SQL;DWH;;
2234;1;DXC;DXC;;
2121;1;DXC.technology;DXC;;
1361;17;Dynamics 365;Dynamics 365;;
3309;1;Dynamics 365 CRM;Dynamics 365;;
2022;3;Dynamics AX;Dynamics 365;;
1704;4;Dynamics NAV;Dynamics 365;;
6257;1;DynamoDB;DynamoDB;;
3823;1;DynamoDB and rest of AWS;DynamoDB;AWS;
5620;1;Enterprise content management;ECM;;
3924;2;eCommerce;E-commerce;;
4597;1;Ecommerce;E-commerce;;
3516;8;E-commerce;E-commerce;;
3639;2;e-commerce;E-commerce;;
5095;2;E-Commerce;E-commerce;;
3065;1;economics;Economics;;
4888;1;Economics;Economics;;
2021;2;eGoverment;eGovernment;;
2222;1;eGovernment;eGovernment;;
2308;3;Elastic;ElasticSearch;;
5632;1;Elastic Stack;ElasticSearch;;
4155;1;Elasticsea;ElasticSearch;;
2895;13;ElasticSearch;ElasticSearch;;
3836;3;Elasticsearch;ElasticSearch;;
6096;1;elasticsearch;ElasticSearch;;
2379;1;email;Email;;
2630;2;Email;Email;;
2899;1;Email marketing;Email marketing;;
2900;1;email marketing;Email marketing;;
4296;1;email Marketing;Email marketing;;
4849;1;Embedded C;Embedded systems;;
6131;1;Embedded Software;Embedded systems;;
4917;2;Embedded systems;Embedded systems;;
5968;1;Embedded Systems;Embedded systems;;
6241;1;embedded systems;Embedded systems;;
1507;11;EMC;EMC;;
3328;1;EMC Proven Professional;EMC;;
4448;2;EMC Storage;EMC;;
5888;1;EMC VMAX;EMC;;
5612;1;Enterprise analysis;Enterprise Architect;;
2130;10;Enterprise Architect;Enterprise Architect;;
4270;1;Enterprise architect;Enterprise Architect;;
2554;1;Enterprise Architect (EA);Enterprise Architect;;
2949;6;Enterprise architecture;Enterprise Architect;;
3211;8;Enterprise Architecture;Enterprise Architect;;
5866;1;enterprise Architecture;Enterprise Architect;;
6359;1;enterprise architecture;Enterprise Architect;;
5523;1;Enterprises Architecture;Enterprise Architect;;
5112;1;Eterprise Architecture;Enterprise Architect;;
2835;16;Entity Framework;Entity Framework;;
2889;1;Entity framework;Entity Framework;;
3993;1;Entity framework core;Entity Framework;;
5169;1;Enterprise Project Management (EPM);EPM;;
1912;1;ENTRY ERP;ERP;;
1347;166;ERP;ERP;;
4516;2;ERP Implementation;ERP;;
1800;1;ERP POS;ERP;;
2212;1;ERP SOFTIP PROFIT;ERP;;
4866;2;ERP Software;ERP;;
1904;1;GINIS ERP;ERP;GINIS;
1408;44;Eset;Eset;;
2335;10;ESET;Eset;;
2476;24;ETL;ETL;;
6476;1;ETL and OLTP systems;ETL;;
5203;1;ETL Consultant;ETL;;
3501;1;ETL procesess;ETL;;
3136;1;ETL tools;ETL;;
4213;1;ETL Tools;ETL;;
3356;1;event management;Event management;;
3531;2;Event management;Event management;;
4603;2;Event planning;Event management;;
5453;1;FIORI;FIORI;;
5422;1;FIORI APP;FIORI;;
3029;4;Firebase;Firebase;;
1451;4;Firebird;Firebird;;
3556;2;FireBird;Firebird;;
2522;1;Firewall;Firewalls;;
4315;1;firewall;Firewalls;;
6630;1;firewall ASA;Firewalls;;
3148;14;Firewalls;Firewalls;;
4636;1;firewalls;Firewalls;;
3977;3;Flex;Flex;;
5014;1;Flex Actionscript 3.0;Flex;;
1371;23;Flowmon;Flowmon;;
4960;1;FlowMon;Flowmon;;
1410;5;Forcepoint;Forcepoint;;
1941;3;ForcePoint;Forcepoint;;
5218;2;Forecasting;Forecasting;;
3881;1;Forensic Analysis;Forensic Analysis;;
1386;27;Fortinet;Fortinet;;
3220;40;Freelance;Freelance;;
3771;3;Freelancer;Freelance;;
4030;4;Front-end;Front-end;;
1436;24;Fujitsu;Fujitsu;;
1620;1;Fujitsu Siemens;Fujitsu;;
6276;1;Full stack Developer;Full stack Developer;;
6303;1;full stack Developer;Full stack Developer;;
6573;1;full stack software Developer;Full stack Developer;;
3623;1;Full-Stack;Full stack Developer;;
6168;1;Fullstack Developer;Full stack Developer;;
2890;1;Fullstack Websites development;Full stack Developer;;
5704;1;Functional Analysis;Functional Analysis;;
6047;1;Functional Modelling and Data Modelling;Functional Analysis;;
3202;1;Functional Specifications;Functional Analysis;;
4230;3;Functional Testing;Functional Testing;;
5315;1;functional Testing;Functional Testing;;
1426;10;G Suite;G Suite;;
5295;4;Game Design;Game Design;;
5955;1;Game Devel;Game Design;;
4527;3;Game development;Game development;;
4932;1;game development;Game development;;
5937;1;Game programming;Game development;;
4377;1;Games development;Game development;;
5296;1;Game Testing;Game Testing;;
5314;1;game Testing;Game Testing;;
4431;1;Gap Analysis;GAP Analysis;;
4517;1;GAP Analysis;GAP Analysis;;
1487;14;GDPR;GDPR;;
2770;1;GDPR. IT Law;GDPR;;
1388;6;Gemalto;Gemalto;;
3321;1;Gis;GIS;;
6294;1;GIS;GIS;;
2365;155;Git;Git;;
2859;15;git;Git;;
3469;13;GIT;Git;;
6309;1;Git and BASH;Git;;
3162;1;Git Real;Git;;
3163;1;Git Real 2;Git;;
3815;1;GitFlow;Git;;
2756;6;Github;Github;;
4444;1;github;Github;;
5009;5;GitHub;Github;;
3269;1;Mastering GitHub;GitHub;;
2366;3;Gitlab;GitLab;;
3040;5;GitLab;GitLab;;
3780;2;gitlab;GitLab;;
4197;1;Gitlab CI;GitLab;;
6263;1;GitLab CI;GitLab;;
3460;4;Go;Golang;;
6402;1;go;Golang;;
2404;1;golang;Golang;;
2724;4;Golang;Golang;;
2448;2;Google Adwords;Google;Adwords;
3424;2;google adwords;Google;Adwords;
4082;1;Google adwords;Google;Adwords;
3051;11;Google Analytics;Google;Analytics;
3423;2;google analytics;Google;Analytics;
3560;3;Google analytics;Google;Analytics;
3048;1;Google API (G+;Google;API;
3284;2;Google App Engine;Google;Apps;
5964;1;Google app engine;Google;Apps;
1657;2;Google Apps;Google;Apps;
4034;2;Google apps engine;Google;Apps;
5696;1;GOOGLE ASSISTANT;Google;Assitant;
3636;2;Google Calendar;Google;Calendar;
4781;1;Google Closure;Google;Closure;
5801;1;Google closure;Google;Closure;
2409;2;Google Cloud;Google;Cloud;
3464;5;Google Cloud Platform;Google;Cloud;
4420;1;Google Data Studio;Google;Data Studio;
3635;1;Google Gmail;Google;Gmail;
3944;1;Google Maps api;Google;Gmail;
3427;1;google trends;Google;Trends;
1552;23;GOV;GOV;;
1601;1;Gov;GOV;;
5555;2;Grafana;Grafana;;
4253;1;Grafana | Smarthome: LOXONE;Grafana;;
4153;5;Grails;Grails;;
3751;6;Graphic Design;Graphic Design;;
4329;3;graphic Design;Graphic Design;;
3157;7;GraphQL;GraphQL;;
6081;1;graphql api;GraphQL;;
5556;1;Graylog;Graylog;;
4179;10;Groovy;Groovy;;
1422;1;Groovy on Rails;Groovy;;
3776;1;Groovy template;Groovy;;
4501;3;Group Policy;Group Policy;;
4627;1;Group policy;Group Policy;;
5568;2;GroupPolicy;Group Policy;;
3053;1;grunt;GruntJS;;
4129;1;GRUNT;GruntJS;;
6032;1;Grunt;GruntJS;;
6153;2;GruntJS;GruntJS;;
3610;1;NGN/GSM/UMTS core network system architect& Developer;GSM;;
2758;4;HA;HA;;
2081;2;HAProxy;HA;;
3730;2;High Availability;HA;;
3867;2;high availability;HA;;
2640;1;HighAvailability;HA;;
2162;9;Hadoop;Hadoop;;
2808;4;HCM;HCM;;
1571;23;Helios;Helios;;
1882;4;Hewlett Packard;Hewlett Packard;;
1400;67;HP;Hewlett Packard;;
6009;2;HP ALM;Hewlett Packard;;
5279;1;HP command center;Hewlett Packard;;
5059;1;HP Converget infrastructure;Hewlett Packard;;
3726;1;HP DataProtector;Hewlett Packard;;
4715;1;HP DataProtektor;Hewlett Packard;;
5566;1;HP EVA;Hewlett Packard;;
5053;1;HP Networking;Hewlett Packard;;
4693;1;HP OVO;Hewlett Packard;;
5056;1;HP Proliant;Hewlett Packard;;
5262;6;HP Quality Center;Hewlett Packard;;
5307;2;HP Quality center;Hewlett Packard;;
5507;1;HP QualityCenter;Hewlett Packard;;
4400;1;HP service guard;Hewlett Packard;;
2562;1;HP Service Manager;Hewlett Packard;;
3096;5;HPQC;Hewlett Packard;;
4667;1;HPQC/HP-ALM;Hewlett Packard;;
3095;2;HPSM;Hewlett Packard;;
6530;1;HQ Quality Center;Hewlett Packard;;
1476;29;HPE;Hewlett Packard Enterprise;;
2933;72;Hibernate;Hibernate;;
1326;10;Hitachi;Hitachi;;
4544;4;HP-UX;HP-UX;;
5157;3;HR;HR;;
5476;2;HR Consulting;HR;;
1353;26;HRM;HRM;;
3172;1;(X)HTML;HTML;;
3360;1;HTLM;HTML;;
2374;202;HTML;HTML;;
3755;3;html;HTML;;
5110;1;hTML;HTML;;
6580;1;HTML (5);HTML;;
5952;1;HTML (dHTML);HTML;;
3457;1;HTML + CSS;HTML;;
1423;2;HTML 5;HTML;;
2485;70;HTML5;HTML;;
2713;1;HTML5 (dříve také Pascal;HTML;;
4026;1;HTML5 + CSS;HTML;;
6337;1;HTML5 technologies;HTML;;
